,names,countries,min_order,delivery_fee,amount_of_rankers,delivery_time_MAX,ranking
37965, Starbucks - City Thameslink - Fleet Place ,England,,,,,
37966, Starbucks - Cowcross Place ,England,,,,,
37967, Starbucks - Blackfriars Circus ,England,,,,,
37968, STARBUCKS® - Bethnal Green - Cambridge Heath Rd ,England,,,,,
37969, Starbucks - 10 Kingsway ,England,,,,,
37970, Starbucks - Great Queen Street ,England,,,,,
37971, Starbucks - Embankment ,England,,,,,
37972, Starbucks - Mile End Road ,England,,,,,
37973, Coco di Mama - Monument ,England,,,,,
37974, Coco di Mama - Chiswell Street ,England,,,,,
37975, Coco di Mama - Kingsway ,England,,,,,
37976, Subway - DEVONSHIRE ROW ,England,,,,,
37977, Subway® Cannon Street ,England,,,,,
37978, Subway - Commercial Road ,England,,,,,
37979, Subway 6 City Road ,England,,,,,
37980, Subway - Stepney Green ,England,,,,,
37981, Subway® Leather Lane ,England,,,,,
37982, Subway® Embankment ,England,,,,,
37983, Pret A Manger - Bishopsgate ,England,,,,,
37984, Pret A Manger - Shoreditch High Street ,England,,,,,
37985, Pret A Manger - Waterloo Road ,England,,,,,
37986, Krispy Kreme - Liverpool St - Box Store ,England,,,,,
37987, Krispy Kreme - Borough High Street ,England,,,,,
37988, Krispy Kreme - Waterloo ,England,,,,,
37989, Krispy Kreme - The Strand ,England,,,,,
37990, KFC - London Waterloo ,England,,,,,
37991," Greggs - Walworth, 273 Walworth Rd ",England,,,,,
37992, Black Sheep Coffee - Southwark ,England,,,,,
37993, The Fat Pizza - Canary Wharf ,England,,,,,
37994, GUGSU ,England,0,2.9133,34,30,4.76
37995, Sugoi JPN @BOXPARK Shoreditch ,England,0,0,3,40,6
37996, Tops Pizza ,England,11.6883,2.3283,114,40,4.78
37997, Chipotle - Charing Cross ,England,0,1.1583,72,30,4.49
37998, Dhaba Kitchen ,England,0,2.9133,1163,55,5.51
37999, Comptoir Libanais - London Bridge ,England,0,1.1583,66,45,4.7
38000, McDonald's® - London - St Paul's ,England,0,1.1583,393,50,3.97
38001, Vapiano - Tottenham Court Road ,England,0,0,3,40,4.33
38002, King Rooster - Kings Cross ,England,0,2.9133,73,50,4.5
38003, Taco Bell - Holborn ,England,0,1.1583,1183,50,3.79
38004, German Doner Kebab - Shaftsbury Avenue ,England,0,1.1583,308,45,3.88
38005, Fireaway Dalston ,England,0,0,10,35,2.07
38006, 4 Seasons ,England,15.21,2.3283,1313,50,5.33
38007, KFC Farringdon ,England,0,1.1583,1764,45,3.78
38008, Chicken Ranch ,England,0,2.9133,1,40,3
38009, Magic Wok ,England,16.38,,1509,40,5.11
38010, Hungry Kitchen ,England,11.7,2.3283,563,50,5.43
38011, Thai Metro ,England,0,2.9133,3,40,4.11
38012, Golden Wok ,England,17.55,,262,40,5.13
38013, Burger King Kingsway ,England,0,1.1583,340,45,3.33
38014, Kawaii Bowl @BOXPARK Shoreditch ,England,0,1.1583,425,35,4.56
38015, N1 Grill ,England,0,1.1583,2,40,6
38016, Hungry Kitchen - Chinese ,England,0,2.9133,507,40,4.62
38017, Wasabi - Borough ,England,0,1.1583,75,45,3.6
38018, The Shell SeaFood ,England,0,1.1583,2650,40,5.04
38019, Sushi Box ,England,11.7,2.9133,5,40,3.67
38020, Barbican Express Pizza ,England,11.7,,1346,35,5.27
38021, Maoz ,England,0,2.9133,1637,40,4.96
38022, Papa John's - Farringdon ,England,12.8583,0,2232,35,5.16
38023, Cafe Tiffin ,England,0,0,217,45,5.11
38024, Naked Chips ,England,0,2.9133,66,40,4.2
38025, Kung Food ,England,17.55,,11,30,4.45
38026, Ruby Murray ,England,0,0,64,45,5.13
38027, The Duck Shed ,England,0,2.9133,178,40,4.99
38028, Hong Thai ,England,0,1.1583,163,50,5.43
38029, Wing - Wing Charing Cross ,England,0,1.1583,1,50,1.67
38030, Arepita Sliders @BOXPARK Shoreditch ,England,0,1.1583,2,40,3.5
38031, Starbucks - Covent Garden - Russell St ,England,0,1.1583,69,35,4.17
38032, Beirut Garden ,England,0,2.9133,1,40,1
38033, Cookies and Cake ,England,0,2.9133,96,40,4.97
38034, Kim Klan ,England,0,1.1583,79,40,5.18
38035, Chufang ,England,11.7,2.9133,4,50,3.92
38036, Curry House ,England,0,0,2,50,1
38037, Japanified@BOXPARK Shoreditch ,England,0,1.1583,66,35,5.18
38038, Chipotle - St. Martins Lane London ,England,0,1.1583,73,45,4.87
38039, Pizza Hut Delivery - Islington ,England,0,2.925,1,45,6
38040, Cafe La Divina ,England,0,1.1583,66,40,4.87
38041, Akami Sushi ,England,0,2.9133,2176,40,5.08
38042, Boba & Mi ,England,0,2.9133,126,40,3.29
38043, Fresh Gourmet Pizza ,England,11.7,2.3283,181,50,3.96
38044, Indian Gourmet - Home Style ,England,11.7,2.9133,125,40,5.05
38045, The Posh Burger Co ,England,0,2.9133,726,40,4.4
38046, Doner Cave ,England,0,2.9133,54,40,4.87
38047, Bombay Burrito ,England,0,1.1583,90,40,4.13
38048, Mr Chan's ,England,11.7,2.9133,180,40,5.05
38049, Subway - Waterloo Road ,England,0,1.1583,1214,50,5.22
38050, Pizza Hut Restaurants - Russell Square ,England,0,1.1583,90,35,4.62
38051, King of Wings - Farringdon ,England,0,1.1583,200,60,3.46
38052, Chicken Hub - Holborn ,England,0,1.1583,10,50,5.4
38053, Rudy's Vegan Diner ,England,0,1.1583,205,40,4.34
38054, Gourmet Burger Kitchen - St Pauls ,England,0,1.1583,80,40,5.32
38055, Italiano Pizza ,England,0,2.9133,25,50,4.65
38056, KIN ,England,0,2.9133,26,45,3.8
38057, Q and P Restaurant ,England,0,1.1583,255,40,4.5
38058, Creams - Old Street ,England,0,1.1583,16,50,3.71
38059, Poke Yum ,England,0,2.9133,75,40,4.92
38060, Tinseltown - Farringdon ,England,0,1.1583,53,60,4.46
38061, Gallipoli Again ,England,0,1.1583,689,30,4.48
38062, Nonna Selena Pizzeria ,England,0,1.1583,7466,40,5.14
38063, Coco di Mama Kitchen - One New Change ,England,0,1.1583,34,35,5.44
38064, London Kebab ,England,0,2.9133,23,45,4.41
38065, Zizzi - One New Change ,England,0,1.1583,11,35,4.55
38066, Viet Garden ,England,0,1.1583,8,40,5.83
38067, Hot Munchies ,England,0,1.1583,1898,35,4.57
38068, Hiba Lebanese Restaurant ,England,11.7,2.9133,3546,55,4.93
38069, Kitchen Dhaanya ,England,17.55,0,2775,45,4.38
38070, Liman Restaurant ,England,0,1.1583,1491,40,4.58
38071, ISLINGTON KEBAB HOUSE ,England,0,2.9133,426,40,3.67
38072, Faros London ,England,0,1.1583,50,35,4.18
38073, Little Georgia - Islington ,England,0,1.1583,2350,40,4.52
38074, Oriental House ,England,17.5383,0,825,45,5.13
38075, Kish Restaurant ,England,0,0,1156,50,4.46
38076, Fusion Grill ,England,14.04,0,308,65,4.45
38077, Al-Safa Grill - Burdett Road ,England,0,1.1583,661,60,4.88
38078, Morley's® - Brick Lane ,England,0,1.1583,3141,45,5.03
38079, Pinkberry ,England,0,1.1583,1752,40,4.77
38080, Pepe's Piri Piri - Brick Lane ,England,0,1.1583,55,50,5.21
38081, Curry Queen ,England,17.55,0,1193,50,4.93
38082, La Parma Pizzeria ,England,11.7,0,36,45,4.54
38083, Enso ,England,0,1.1583,81,55,4.74
38084, HFC ,England,0,2.9133,1071,45,3.08
38085, Oishi Sushi ,England,14.04,0,324,45,4.91
38086, Tops Pizza ,England,15.1983,,309,45,4.53
38087, Pizza Mania ,England,14.625,,1500,45,4.73
38088, Hoxton Chicken N Pizza ,England,12.285,1.1583,475,50,4.68
38089, Kilis Kitchen ,England,0,2.9133,278,35,4.99
38090, Smash in St Pancras ,England,0,1.1583,255,55,5.26
38091, Swift Kebab House ,England,17.5383,0,112,60,4.96
38092, US Way Pizza ,England,15.093,0,408,50,4.86
38093, De Milano Pizza ,England,12.8115,,540,30,4.52
38094, Pizza 2 Go ,England,17.55,0,4,45,5
38095, Forno Pizza ,England,14.04,0,167,50,4.35
38096, Hong Kong ,England,0,1.1583,18,50,4.07
38097, Kung Food (Liverpool Street) ,England,0,1.1583,4,50,2.67
38098, Polo 24 Hour Bar ,England,0,1.1583,6,30,3.95
38099, The Empress ,England,17.55,0,298,40,5.06
38100, Shanghai Express @ ABACUS ,England,17.55,0,24,60,5.51
38101, Lebanese Grill Express ,England,0,2.9133,6,55,4.67
38102, Big Ben Pizza ,England,14.04,0,12,45,4.5
38103, Bimz Burger ,England,0,2.9133,4,35,3.33
38104, Prezzo - St Martins Lane ,England,0,1.1583,14,45,5.48
38105, Maxy's Fried Chicken ,England,0,2.9133,236,40,5.04
38106, Gourmet Sushi ,England,0,2.9133,3,50,3.44
38107, Rose & Crown - Union St ,England,0,1.1583,29,40,3.64
38108, TRU Chicken ,England,0,2.9133,930,30,5.03
38109, Sagar Vegetarian ,England,0,1.1583,78,40,4.24
38110, Bella Italia Pizza & Pasta - Wellington Street ,England,0,1.1583,360,40,4.77
38111, Heat & Burn ,England,0,2.9133,5,40,3.6
38112, City Chicken & Pizza ,England,11.7,0.585,29,50,4.69
38113, Las Iguanas - Royal Festival Hall ,England,0,1.1583,8,40,2.63
38114, Peri Peri Chicken ,England,0,2.9133,3,40,5.33
38115, The Woodins Shades - Bishopsgate ,England,0,1.1583,32,40,5.11
38116, La Venice Pizzeria (Wood Fired) ,England,15.1515,,4,50,2.42
38117, Bubbleology - Soho ,England,0,1.1583,42,35,4.9
38118, Chai Indian Kitchen ,England,0,0,491,40,4.82
38119, A Burgers - Vauxhall ,England,0,1.1583,10,35,4.97
38120, City Chai ,England,0,0,704,40,3.83
38121, Angels Desserts ,England,0,2.9133,17,35,4.8
38122, La Ballerina ,England,0,2.9133,62,40,4.88
38123, Pasta Alla Veneziana ,England,0,1.1583,5,40,4.53
38124, Mac Shack - Wellington Street ,England,0,1.1583,1173,35,4.7
38125, Maroush Aldgate ,England,0,2.9133,61,40,4.64
38126, Hefaure ,England,0,1.1583,1408,40,5.04
38127, The Indian Box ,England,14.04,0,134,45,4.86
38128, Bangalore Express ,England,11.7,2.9133,43,40,4.23
38129, Pizza Pizza ,England,15.1983,0,284,60,4.63
38130, Cubano Delicious ,England,0,2.9133,12,40,3.61
38131, Absurd Vird - Spitalfields ,England,0,1.1583,66,40,4.61
38132, Poke Zone ,England,0,1.1583,2,40,4.5
38133, Delhi & Co ,England,0,2.9133,43,35,4.82
38134, Bar-B-Que ,England,0,2.9133,1,45,1.67
38135, The Kati Roll Company ,England,0,2.9133,354,50,4.89
38136, Kennington Tandoori ,England,17.55,0,59,50,3.31
38137, Original Haji Nanna's Biriyani ,England,0,1.1583,351,40,2.91
38138, Baraka Eatery ,England,0,2.9133,49,40,4.66
38139," Wraps, Pittas & Buns - Hoxton ",England,0,1.1583,3,45,6
38140, London Chinatown Restaurant ,England,0,1.1583,263,40,4.86
38141, Tay Do Cafe ,England,0,1.1583,18,35,4.69
38142, Green Valley Juices & Smoothies ,England,0,1.1583,1,30,4.67
38143, Kebab Empire ,England,0,1.1583,66,40,4.88
38144, Tiger Cookies ,England,0,1.1583,277,40,4.27
38145, New East House ,England,22.23,,17,50,4.12
38146, Marley’s Fried Chicken ,England,0,1.1583,47,40,4.99
38147, Tower Hamlet's Pizza ,England,15.1983,0,214,50,4.82
38148, World of Wings - Soho ,England,0,1.1583,26,40,4.85
38149, Out Fry - Vauxhall ,England,0,1.1583,27,35,5.04
38150, Quaker Street Coffee & Bubble Tea ,England,0,1.1583,3,40,4.22
38151, Naar Lebanese takeaway ,England,0,2.9133,18,40,4.78
38152, Yole - Covent Garden ,England,0,1.1583,6,30,5
38153, The Barrel Boulangerie ,England,0,2.9133,28,45,4.12
38154, Simply Indian ,England,17.55,,150,40,4.72
38155, Brick Lane Breakfast ,England,0,2.9133,7,40,3.71
38156, TIA ROSA ,England,0,2.9133,238,50,3.66
38157, TAKO - Hoxton ,England,0,1.1583,124,40,4.87
38158, Absurd Bird - Soho ,England,0,1.1583,133,40,4.23
38159, BONE JAM - Burleigh House ,England,0,1.1583,11,40,5.52
38160, Mac & Co ,England,0,0,13,35,4.54
38161, Beer + Burger Store - Kings Cross ,England,0,1.1583,40,35,4.82
38162, Muhib Indian Cuisine ,England,0,2.9133,264,40,5.51
38163, Pastation ,England,0,1.1583,27,40,5.4
38164, Burgerist ,England,0,2.9133,30,30,4.62
38165, Chicks and Fins (New) ,England,0,2.9133,12,40,5.39
38166, Best American Pizza ,England,17.55,,1,50,6
38167, Double Happy ,England,0,1.1583,150,40,4.15
38168, The Churros Factory ,England,0,1.1583,70,50,4.5
38169, The Trawlerman Fish And Chips ,England,0,2.9133,94,40,4.7
38170," Frankie & Benny's - Burleigh House, The Strand ",England,0,1.1583,299,40,5.11
38171, Speedy Snacks ,England,8.19,0,91,40,4.44
38172, Zay Sushi ,England,0,2.9133,119,45,4.49
38173, Tas Firin ,England,0,2.9133,45,45,4.84
38174, Bhook Club - Spitalfields ,England,0,1.1583,137,40,5.36
38175, Aloo Tama ,England,0,2.9133,2,40,5.84
38176, Mr Rice Guy - Farringdon ,England,0,1.1583,2,35,3
38177, Wraps & Wings ,England,0,2.9133,51,40,4.25
38178, Yiayia's Boy@Floripa. ,England,0,2.9133,38,40,5.18
38179, Tiam ,England,0,1.1583,2,40,1.34
38180, MITSUKI ,England,0,2.9133,43,40,4.61
38181, Wicked Burgers ,England,0,2.9133,9,40,4.11
38182, Good Pizza ,England,0,2.9133,6,25,5.11
38183, Jack the Chipper ,England,0,1.1583,297,35,2.46
38184, All Bar One - Kingsway London ,England,0,1.1583,16,40,4.71
38185, Lockes Pizza - Covent Garden ,England,0,1.1583,1,35,1.67
38186, Namaste Holborn ,England,0,2.9133,10,40,4.33
38187, Royals ,England,0,2.9133,10,40,5.17
38188, Abandon Ship - Covent Garden ,England,0,2.9133,10,40,4.67
38189, Bab Mansour ,England,0,2.9133,86,40,4.79
38190, Burgers LDN ,England,0,2.9133,11,50,4.61
38191, Tenshi ,England,0,2.9133,7,40,3.67
38192, No. 79 Coffee & Mousse ,England,0,1.1583,113,40,5.09
38193, NXT LVL PZA ,England,0,1.1583,1,40,6
38194, Tasting Italy ,England,0,2.9133,6,40,5.33
38195, The Best Kebab ,England,0,2.9133,28,40,5.56
38196, Agra Restaurant ,England,0,2.9133,22,35,3.41
38197, Raavi kebab ,England,0,2.9133,50,40,4.59
38198, Holy Roman ,England,0,2.9133,46,40,3.9
38199, Strand Tandoori ,England,0,2.9133,12,50,5.22
38200, Preem Prithi ,England,0,1.1583,5,40,4
38201, Pitaya Thai Street Food ,England,0,2.9133,65,40,4.65
38202, Miami Mix ,England,0,2.9133,56,40,4.64
38203, Papillon Grill ,England,29.25,,56,45,4.9
38204, Bin Bin Q Barbecue Market ,England,0,1.1583,12,40,3.14
38205, Aladin Indian Restaurant ,England,0,2.9133,34,40,3.36
38206, Merkato Restaurant ,England,0,2.9133,818,40,4.86
38207, Poppies Fish and Chips Spitalfields ,England,0,2.9133,50,40,4.65
38208, Kichn ,England,0,1.1583,59,40,4.11
38209, La Porchetta Pollo ,England,0,2.9133,29,35,5.13
38210, Smashing Plates - London Bridge ,England,0,1.1583,9,45,4.78
38211, Dog 'N' Bun- Farringdon ,England,0,1.1583,53,35,4.87
38212, Cococure ,England,0,2.9133,121,40,4.02
38213, Golden Temple ,England,21.06,,40,60,4.48
38214, Taste dee ,England,0,2.9133,12,40,4.69
38215, Tasty Rice & Wraps ,England,0,2.9133,17,40,3.37
38216, Cinnamon Brick Lane ,England,0,2.9133,17,40,5.16
38217, Just Fab Cafe ,England,46.8,0,2,45,3.84
38218, Graam Bangla Brick Lane ,England,0,1.1583,11,40,4.48
38219, The Corner London City ,England,0,2.9133,6,40,3.28
38220, Chicken Valley ,England,11.7,2.9133,49,35,5.09
38221, Sheba Indian Restaurant ,England,0,2.9133,263,40,4.57
38222, La Casetta Cafe ,England,0,2.9133,31,40,4.17
38223, Breakfast @ Hot Munchies ,England,11.7,2.9133,15,35,3.76
38224, Fashion Sushi & Cafe ,England,0,2.9133,9,40,5.52
38225, Mumbai Square ,England,0,1.1583,15,40,2.76
38226, Japanese yama sushi ,England,0,2.9133,2,60,4.5
38227, Kimchee - St Pancras ,England,0,1.1583,17,35,3.73
38228, Al Masar ,England,0,2.9133,55,40,4.82
38229, Thainese Kitchen ,England,0,2.9133,7,35,5.67
38230, Masala King ,England,0,1.1583,24,40,4.47
38231, Wok N Roll ,England,0,2.9133,17,35,4.82
38232, Cubana ,England,0,1.1583,8,40,3.92
38233, The Chambeli Indian Restaurant ,England,0,2.9133,10,40,5.67
38234, Ticca Tikka ,England,0,1.1583,35,45,3.3
38235, Big Moe's Diner ,England,0,1.1583,6,50,2.95
38236, Sweet & Simple ,England,0,2.9133,72,40,4.35
38237, Vegan Curry & Co ,England,0,1.1583,58,45,3.95
38238, Stacks - Burleigh House The Strand ,England,0,1.1583,9,35,3.56
38239, Tas Pide - Bankside ,England,0,1.1583,79,40,4.08
38240, The Bumblebees ,England,0,2.9133,26,35,5.51
38241, The Munch ,England,0,2.9133,40,40,4.87
38242, Love Churros - Shoreditch ,England,0,1.1583,305,30,3.49
38243, Dragon East ,England,11.7,2.9133,8,50,4.92
38244, Village Pizza Vegan Southwark ,England,17.55,,32,50,4.29
38245, Chicken Palace ,England,0,1.1583,10,40,3.57
38246, Humbledough @ Boxpark ,England,0,1.1583,111,30,3.86
38247, Bentos ,England,0,2.9133,1,40,1
38248, Birdbox - Burleigh House The Strand ,England,0,1.1583,3,35,4.56
38249, Smoke Grill ,England,0,2.9133,7,40,4.48
38250, Taste of India ,England,0,1.1583,23,40,4.06
38251, Drummond Villa ,England,0,2.9133,56,45,5.11
38252, Tre Colori ,England,0,2.9133,2,40,3.34
38253, Food Hut ,England,0,2.9133,1,45,6
38254, The Sushi Bar Bricklane ,England,0,2.9133,1,40,6
38255, Asia Villa ,England,0,2.9133,17,40,4.41
38256, Milkman London ,England,0,2.9133,11,40,5.61
38257, Pizza GoGo Camden ,England,14.0283,,7,35,4.62
38258, La Cucina Di Mamma ,England,0,1.1583,18,40,4.85
38259, Hi Thai ,England,0,2.9133,12,40,4.86
38260, Mediterraneo ,England,0,2.9133,22,40,5.39
38261, BRICK LANE COFFEE SHOP ,England,0,2.9133,24,40,4.28
38262, Belushi's - London Bridge ,England,0,1.1583,11,40,3.82
38263, Chatkhara ,England,0,2.9133,13,45,4.85
38264, Diwan ,England,46.8,,7,30,5
38265, Kenza Restaurant & Lounge ,England,0,1.1583,7,50,4.33
38266, Kish Lounge - Breakfast & Dessert ,England,0,0,10,40,5
38267, Preto - Shaftesbury ,England,0,1.1583,10,35,5.23
38268, The Monsoon Restaurant ,England,0,2.9133,10,35,5.1
38269, Puddo - Burleigh House ,England,0,1.1583,2,35,4.5
38270, Shawarma ,England,0,2.9133,66,50,5.22
38271, Azzurro ,England,0,1.1583,2,45,4.17
38272, Kammoon Lebanese Cuisine ,England,0,2.9133,13,35,3.9
38273, La Farola ,England,0,1.1583,4,35,2.92
38274, Antalya Restaurant - London ,England,0,2.9133,1,45,5
38275, Shawarma Bros ,England,11.7,2.9133,2,30,1
38276, Souk Restaurant ,England,0,2.9133,18,40,4.93
38277, Kings Cross Tandoori ,England,0,2.9133,4,40,3.67
38278, Indian Veg Bhelpoori House ,England,0,1.1583,74,35,5.66
38279, Huong Viet ,England,0,2.9133,2,40,5.34
38280, Nazuki Garden ,England,0,2.9133,1,40,6
38281, Agelgil Ethiopian Restaurant ,England,0,2.9133,163,40,4.89
38282, Mykonos House ,England,0,2.9133,4,40,4.83
38283, Brick Lane Brasserie ,England,0,2.9133,1,40,6
38284, Standard Balti House ,England,0,2.9133,1,30,6
38285, Cherry's Smoke Steak House ,England,0,2.9133,7,40,4.67
38286, Corner Savoy ,England,0,2.9133,55,40,5.16
38287, Flower Burger ,England,0,1.1583,1,40,6
38288, Beiteddine Express ,England,11.7,2.9133,15,40,5.16
38289, Chutney's ,England,0,2.9133,19,40,4.63
38290, BrewDog Burger - Shoreditch ,England,0,1.1583,9,40,5.11
38291, Pick & Mix London - Dalston ,England,0,1.1583,1319,30,3.58
38292, BUBBLE TEA BY SAKURADO CHINATOWN ,England,0,1.1583,345,40,2.86
38293, Meat & Bun by Gaucho - Tower Bridge ,England,0,1.1583,152,40,3.66
38294, Rice & Spice ,England,11.7,3.4515,176,45,3.46
38295, Cinnamon Bazaar ,England,0,1.1583,529,35,3.45
38296, Troia Southbank Charcoal Kebab Kitchen ,England,11.7,2.9133,2689,35,3.92
38297, Layalina Piccadilly ,England,0,2.9133,8,40,3.67
38298, Kingdom Of Sweets - Trocadero ,England,0,1.1583,3,30,4.44
38299, Sripur ,England,0,2.9133,11,40,4.09
38300, The Life Goddess ,England,0,1.1583,2009,40,4.05
38301, Mario's Burgers ,England,0,2.9133,372,40,3.68
38302, The Reliance ,England,0,2.9133,150,40,3.29
38303, Press Cold Pressed Juices & Cleanses - Shoreditch ,England,0,1.1583,851,30,3.64
38304, Cafe Grill ,England,0,2.9133,736,40,3.24
38305, Burgers and Beats ,England,0,2.9133,843,40,3.56
38306, Nazrul Brick Lane ,England,0,2.9133,1136,40,3.76
38307, Subarashi Sushi ,England,0,1.1583,468,40,3.59
38308, Bento and Katsu Box ,England,0,2.9133,1833,40,3.47
38309, Sen Viet Vegetarian Restaurant ,England,0,2.9133,765,40,3.88
38310, La Strada ,England,11.7,2.9133,1537,40,4.02
38311, Japanese and Thai Baristas Lounge ,England,0,2.9133,10,40,2.27
38312, Geeky Suspects ,England,0,2.9133,265,40,4.25
38313, Sushi Zone ,England,11.7,2.9133,127,45,3.83
38314, Nonos ,England,0,2.9133,178,45,3.96
38315, J'adore ,England,0,2.9133,34,45,2.66
38316, Provisioners @ Dixon Hotel ,England,0,1.1583,51,45,3.07
38317, Kitchen 8 ,England,0,2.9133,131,50,4.37
38318, Sakurado CHINATOWN ,England,0,2.9133,169,45,4.24
38319, Terra Rossa ,England,0,1.1583,83,55,4.14
38320, Colonel Saab ,England,0,2.9133,73,40,3.6
38321, Fatt Pundit ,England,0,1.1583,12,50,3.31
38322, Dashuo Chinese Restaurant ,England,0,1.1583,8,45,3.67
38323, Viet Hoa ,England,0,1.1583,8,50,4.63
38324, Crave Joint ,England,0,1.1583,9,55,2.85
38325, McDonald's® - Holborn ,England,0,1.1583,2,40,3.5
38326, McDonald's® - Strand ,England,0,1.1583,9,45,2.56
38327, McDonald's® - 8 Oxford Street ,England,0,0,10,45,3.67
38328, McDonald's® - Leicester Square ,England,0,0,22,45,4.74
38329, McDonald's® - Kings Cross ,England,0,0,8,40,4.38
38330, McDonald's® - Islington ,England,0,1.1583,1,45,1
38331, Vapiano - Bankside ,England,0,1.1583,1,50,2.33
38332, Vapiano - Great Portland Street ,England,0,1.1583,1,50,4.33
38333, Vapiano - Tower Bridge ,England,0,1.1583,4,35,4.17
38334, German Doner Kebab - Islington ,England,0,1.1583,2,35,2.67
38335, KFC London - Southampton Row ,England,0,1.1583,2,45,3.84
38336, KFC Leicester Square ,England,0,1.1583,381,35,4.7
38337, KFC Borough - High Street ,England,0,1.1583,45,35,4.94
38338, KFC - London - Old Street ,England,0,1.1583,1,35,4.33
38339, KFC London - Kings Cross ,England,0,1.1583,2,50,2.34
38340, KFC Bishopsgate ,England,0,1.1583,19,50,4.79
38341, KFC Tottenham Court Road ,England,0,1.1583,3,35,3.33
38342, KFC Whitechapel ,England,0,1.1583,10,50,4
38343, Burger King Kings Cross ,England,0,1.1583,34,35,4.86
38344, Burger King Whitechapel ,England,0,1.1583,62,35,4.91
38345, Starbucks - St Pancras International Station ,England,0,1.1583,1,35,6
